gene_symbol	module_id	module_class	sensor_family	activation_tier	scoring_direction	cell_type_breadth	detectability	also_in_module	doi	aliases	sensor	panel_source
IFI6	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1038/s41598-025-20489-6			
IFIT1	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	medium		10.1038/ni.2048			
IFIT2	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	low		10.1038/nri3344			
IFIT3	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	medium		10.1038/nri3344			
IFITM1	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1038/nri3344			
IFITM2	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1038/nri3344			
IFITM3	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1038/nri3344			
IFNA1	IFN_I_OUTPUT	ifn_i_ligand		Active	positive	Broad	low		10.1016/j.gene.2007.03.018			
IFNB1	IFN_I_OUTPUT	ifn_i_ligand		Active	positive	Broad	low		10.1007/s12026-012-8293-7			
IFNG	IFN_I_OUTPUT	ifn_gamma_ligand		Active	positive	Immune-enriched	medium	SASP	10.1002/j.1460-2075.1982.tb01277.x			
ISG15	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high	SASP	10.1038/s41579-018-0020-5			
ISG20	IFN_I_OUTPUT	ifn_antiviral_effector		Active	positive	Broad	high		10.1128/mSphere.00209-18			
LY6E	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1038/s41467-018-06000-y			
MX1	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1016/j.micinf.2007.09.010			
MX2	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	medium		10.1038/nature12542			
NLRC5	IFN_I_OUTPUT	ifn_antigen_presentation		Active	positive	Broad	medium		10.1073/pnas.1008684107			
OASL	IFN_I_OUTPUT	ifn_i_isg	RLR	Active	positive	Broad	low		10.1016/j.coviro.2023.101329			
PSMB8	IFN_I_OUTPUT	ifn_antigen_presentation		Active	positive	Broad	high		10.1371/journal.pone.0180958			
PSMB9	IFN_I_OUTPUT	ifn_antigen_presentation		Active	positive	Broad	high		10.1371/journal.pone.0180958			
RNASEL	IFN_I_OUTPUT	oas_rnase_effector		Active	positive	Broad	low		10.1128/jvi.01471-07			
RSAD2	IFN_I_OUTPUT	ifn_antiviral_effector		Active	positive	Broad	medium		10.3390/pathogens14050510			
RTP4	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	low		10.1038/nature09907			
SAMD9	IFN_I_OUTPUT	ifn_antiviral_effector		Active	positive	Broad	medium		10.1128/mBio.00385-13			
SAMD9L	IFN_I_OUTPUT	ifn_antiviral_effector		Active	positive	Broad	medium		10.1128/mBio.00385-13			
SIGLEC1	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Myeloid-enriched	low		10.3389/fmed.2022.979373			
TAP1	IFN_I_OUTPUT	ifn_antigen_presentation		Active	positive	Broad	high		10.1371/journal.pone.0180958			
XAF1	IFN_I_OUTPUT	ifn_i_isg		Active	positive	Broad	high		10.1074/jbc.M204851200			
B3GAT1	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Broad	medium		10.1182/blood-2002-07-2103	CD57		
CD27	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	inverse	Broad	high		10.1002/cyto.a.22351			
CD28	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	inverse	Broad	medium		10.1016/S0145-305X(97)00027-X			
GZMK	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Immune-enriched	high		10.1016/j.immuni.2020.11.005			
IL7R	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	inverse	Immune-enriched	high		10.1016/j.cyto.2012.03.013	CD127		
KLRG1	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Broad	medium		10.1016/S0531-5565(03)00134-7			
PDCD1	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Broad	low		10.1073/pnas.0908805106	PD-1		
PLAUR	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Broad	high		10.1038/s41586-020-2403-9	uPAR		
SATB1	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	inverse	Immune-enriched	high		10.1016/j.immuni.2016.12.015			
TIGIT	IMMUNOSENESCENCE	t_cell_immunosenescence		Post-NASP	positive	Broad	medium		10.3389/fimmu.2022.833531			
A2M	INFLAMMAGING	acute_phase		Post-NASP	positive	Liver-enriched	high		10.3389/fimmu.2021.803244	α2M		
ADIPOQ	INFLAMMAGING	adipose_context		Post-NASP	inverse	Adipose-enriched	medium		10.1016/j.cca.2007.01.026			
CCL11	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7	Eotaxin		Franceschi et al., Nature Aging, 2025
CCL22	INFLAMMAGING	inflammaging_chemokine		Post-NASP	positive	Immune-enriched	medium		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
CCL3	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	high	SASP	10.1038/s43587-025-00938-7	MIP1α		Franceschi et al., Nature Aging, 2025
CD163	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	medium		10.1089/ars.2012.4834			
CD36	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Broad	high		10.1038/s42255-019-0142-8			
CD38	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	medium		10.1016/j.cmet.2016.05.006			
CD40LG	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
CD68	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Liver/Immune-enriched	high		10.1007/s11357-022-00536-0			
CD9	INFLAMMAGING	adipose_context		Post-NASP	positive	Adipose/Immune-enriched	high		10.1038/s43587-025-00952-9			
CHIT1	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	low		10.1146/annurev-physiol-012110-142250	PAI1		
CRP	INFLAMMAGING	acute_phase		Post-NASP	positive	Liver-enriched	medium		10.3389/fimmu.2018.00754			
CSF1	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Broad	medium	SASP	10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
CXCL1	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	high	SASP; NFKB_CYTOKINE_OUTPUT	10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
CXCL10	INFLAMMAGING	inflammaging_chemokine		Post-NASP	positive	Broad	medium	IFN_I_OUTPUT|NFKB_CYTOKINE_OUTPUT | INFLAMMAGING	10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
CXCL9	INFLAMMAGING	inflammaging_chemokine		Post-NASP	positive	Immune-enriched	medium		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
GPNMB	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Adipose/Immune-enriched	high		10.3389/fimmu.2021.674739			
IFNA1	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	low		10.1038/s43587-025-00938-7	IFNα		Franceschi et al., Nature Aging, 2025
IFNG	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	medium	SASP	10.1038/s43587-025-00938-7	FNγ		Franceschi et al., Nature Aging, 2025
IL1B	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Myeloid-enriched	high	NFKB_CYTOKINE_OUTPUT	10.1038/s43587-025-00938-7	IL-1β		Franceschi et al., Nature Aging, 2025
IL2	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7	IL-2		Franceschi et al., Nature Aging, 2025
IL27	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7	IL-27		Franceschi et al., Nature Aging, 2025
IL4	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7	IL-4		Franceschi et al., Nature Aging, 2025
IL5	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	low		10.1038/s43587-025-00938-7	IL-5		Franceschi et al., Nature Aging, 2025
IL6	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	medium	SASP; NFKB_CYTOKINE_OUTPUT	10.1038/s43587-025-00938-7	IL-6		Franceschi et al., Nature Aging, 2025
LBP	INFLAMMAGING	acute_phase		Post-NASP	positive	Liver-enriched	medium		10.1016/s0898-6568(00)00149-2			
LEP	INFLAMMAGING	adipose_context		Post-NASP	positive	Adipose-enriched	low		10.2174/157339508784325046			
LGALS3	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Broad	high		10.1038/s41586-026-10542-3			
LIF	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	medium		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
LPL	INFLAMMAGING	adipose_context		Post-NASP	positive	Adipose-enriched	high		10.1038/s43587-025-00952-9			
MARCO	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Liver/Immune-enriched	medium		10.1182/blood-2010-03-276733			
MRC1	INFLAMMAGING	myeloid_activation		Post-NASP	inverse	Broad	high		10.4049/jimmunol.1102188			
NAMPT	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	high		10.1038/s41556-019-0287-4			
PDGFA	INFLAMMAGING	inflammaging_growth_factor		Post-NASP	positive	Broad	medium		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
PDGFB	INFLAMMAGING	inflammaging_growth_factor		Post-NASP	positive	Broad	low		10.1038/s43587-025-00938-7			Franceschi et al., Nature Aging, 2025
PLA2G7	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Broad	medium		10.1126/science.abg7292			
PLIN1	INFLAMMAGING	adipose_context		Post-NASP	inverse	Adipose-enriched	medium		10.1074/jbc.RA118.003541			
SAA1	INFLAMMAGING	acute_phase		Post-NASP	positive	Liver-enriched	high		10.1371/journal.pone.0217005			
SAA2	INFLAMMAGING	acute_phase		Post-NASP	positive	Liver-enriched	medium		10.1189/jlb.3VMR0315-080R			
SERPINE1	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	high		10.1038/s43587-025-00938-7	PAI1		Franceschi et al., Nature Aging, 2025
SPP1	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	high	SASP	10.1172/jci.insight.145811			
TGFA	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Broad	low		10.1038/s43587-025-00938-7	TGFα		Franceschi et al., Nature Aging, 2025
TLR2	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	high		10.1186/s11658-026-00881-4			
TNFSF10	INFLAMMAGING	inflammaging_cytokine		Post-NASP	positive	Immune-enriched	high		10.1038/s43587-025-00938-7	TRAIL		Franceschi et al., Nature Aging, 2025
TREM1	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Myeloid-enriched	high		10.1038/s41593-024-01610-w			
TREM2	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Adipose/Immune-enriched	medium		10.1038/s43587-026-01101-6			
VSIG4	INFLAMMAGING	myeloid_activation		Post-NASP	positive	Immune-enriched	medium		10.1038/s41586-026-10542-3			
AIM2	INFLAMMASOME	inflammasome_sensor	ALR	Early	positive	Immune-enriched	low		10.1016/j.jsb.2017.08.001		dna_sensor	
CARD8	INFLAMMASOME	inflammasome_sensor		Active	positive	Broad	medium		10.1126/science.abe1707			
CASP1	INFLAMMASOME	inflammasome_core		Active	positive	Immune-enriched	medium		10.1038/ni.1703			
CASP4	INFLAMMASOME	inflammasome_sensor		Active	positive	Broad	medium		10.1038/nature13683			
CASP5	INFLAMMASOME	inflammasome_sensor		Active	positive	Broad	low		10.1038/nature13683			
CASP8	INFLAMMASOME	inflammasome_core		Active	positive	Broad	medium		10.1074/jbc.M115.652321			
GSDMD	INFLAMMASOME	inflammasome_output		Active	positive	Broad	medium		10.1038/nature15541			
GSDME	INFLAMMASOME	inflammasome_output		Active	positive	Broad	low		10.1126/sciimmunol.abj3859			
IL18	INFLAMMASOME	inflammasome_output		Active	positive	Myeloid-enriched	medium	NFKB_CYTOKINE_OUTPUT	10.1242/jcs.207365			
IL18BP	INFLAMMASOME	inflammasome_output		Active	positive	Broad	low		10.3390/ijms252413505			
IL1B	INFLAMMASOME	inflammasome_output		Active	positive	Myeloid-enriched	high	NFKB_CYTOKINE_OUTPUT	10.1242/jcs.207365			
IL33	INFLAMMASOME	inflammasome_output		Active	positive	Epithelial-enriched	high		10.1242/jcs.207365			
NAIP	INFLAMMASOME	inflammasome_sensor	NLR	Post-NASP	positive	Intestinal-enriched	high		10.1016/j.coi.2015.01.010			
NLRC4	INFLAMMASOME	inflammasome_core	NLR	Active	positive	Myeloid-enriched	low		10.1073/pnas.1710433114			
NLRP1	INFLAMMASOME	inflammasome_sensor	NLR	Early	positive	Immune-enriched	medium	NASP_RNA_SENSING	10.1126/science.abd0811		rna_sensor	
NLRP3	INFLAMMASOME	inflammasome_sensor	NLR	Post-NASP	positive	Immune-enriched	low		10.1111/acel.13050		inflammasome_sensor	
NLRP6	INFLAMMASOME	inflammasome_sensor	NLR	Post-NASP	positive	Intestinal-enriched	low		10.1038/s42003-022-03491-w			
PYCARD	INFLAMMASOME	inflammasome_core		Active	positive	Immune-enriched	high		10.1242/jcs.207365			
ASNS	ISR	isr_output		Active	positive	Broad	medium		10.1016/S0021-9258(19)61468-7			
ATF4	ISR	isr_transcriptional_effector		Active	positive	Broad	high		10.1016/j.biocel.2007.01.020			
ATF5	ISR	isr_transcriptional_effector		Active	positive	Broad	medium		10.1091/mbc.e13-01-0067			
DDIT3	ISR	isr_output		Active	positive	Broad	high		10.1128/MCB.20.19.7192-7204.2000			
DDIT4	ISR	isr_output		Active	positive	Broad	high		10.1016/j.cellsig.2013.08.038			
EIF2AK2	ISR	isr_sensor_kinase	PKR	Early	positive	Broad	high	NASP_RNA_SENSING	10.1016/S1357-2725(96)00169-0		rna_sensor	
EIF2S1	ISR	isr_core		Early	positive	Broad	medium		10.1038/s41586-025-08794-6			
G3BP1	ISR	isr_stress_granule		Active	positive	Broad	medium		10.1016/j.cell.2020.03.046			
G3BP2	ISR	isr_stress_granule		Active	positive	Broad	high		10.1016/j.cell.2020.03.046			
HERPUD1	ISR	isr_output		Active	positive	Broad	high		10.1074/jbc.M002063200			
PMAIP1	ISR	isr_output		Active	positive	Broad	high		10.1091/mbc.e13-01-0067			
PPP1R15A	ISR	isr_feedback		Active	positive	Broad	high		10.1128/MCB.20.19.7192-7204.2000	GADD34		
TRIB3	ISR	isr_feedback		Active	positive	Broad	low		10.1074/jbc.M611723200			
MTOR	METABOLIC_CONTEXT	mtor_signaling		Active	positive	Broad	medium	INFLAMMAGING|SASP	10.1038/369756a0			
PRKAA1	METABOLIC_CONTEXT	ampk_signaling		Active	positive	Adipose/Immune-enriched	medium		10.1038/nature09932			
PRKAA2	METABOLIC_CONTEXT	ampk_signaling		Active	positive	Liver-enriched	medium		10.1038/nature09932	AMPKα1		
RICTOR	METABOLIC_CONTEXT	mtor_signaling		Active	positive	Broad	high		10.1016/j.cub.2004.06.054	AMPKα2		
RPS6KB1	METABOLIC_CONTEXT	mtor_signaling		Active	positive	Liver/Adipose-enriched	medium		10.1016/S0092-8674(02)00808-5			
RPTOR	METABOLIC_CONTEXT	mtor_signaling		Active	positive	Broad	high		10.1016/S0092-8674(02)00833-4			
STK11	METABOLIC_CONTEXT	ampk_signaling		Active	positive	Broad	medium		10.1016/j.cub.2003.10.031			
BIRC3	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	medium		10.1016/B978-0-12-801430-1.00002-0	c-IAP2		
CCL2	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	medium	SASP; NFKB_CYTOKINE_OUTPUT	10.4049/jimmunol.153.5.2052	MCP-1		
CXCL1	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	high	SASP; NFKB_CYTOKINE_OUTPUT	10.1152/ajpendo.00347.2013			
CXCL8	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	high	NFKB_CYTOKINE_OUTPUT	10.1128/mcb.13.10.6137-6146.1993			
ICAM1	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	medium	NFKB_CYTOKINE_OUTPUT	10.1016/S0021-9258(17)37586-5			
IL1A	NFKB_CYTOKINE_OUTPUT	nfkb_output		Early	positive	Broad	medium		10.1182/blood.V87.8.3410.bloodjournal8783410			
IL1B	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Myeloid-enriched	high		10.1128/mcb.13.10.6231-6240.1993			
IL6	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	medium	SASP	10.1128/mcb.10.5.2327-2334.1990			
LCN2	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	high		10.1189/jlb.1208719	NGAL		
NFKBIZ	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	high		10.1073/pnas.1912702117	IκBζ		
PTGS2	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Broad	high		10.1023/a:1019927616000			
TNF	NFKB_CYTOKINE_OUTPUT	nfkb_output		Early	positive	Broad	medium	SENESCENCE|SIGNALING_CONTEXT	10.1084/jem.171.1.35			
VCAM1	NFKB_CYTOKINE_OUTPUT	nfkb_output		Active	positive	Epithelial-enriched	low		10.1016/S0021-9258(18)42004-2			
ACVR1B	SASP	sasp_output		Post-NASP	positive	Broad	medium		10.1038/s41467-022-32552-1			SenMayo
ANG	SASP	sasp_output		Post-NASP	positive	Broad	medium		10.1038/s41467-022-32552-1			SenMayo
ANGPT1	SASP	sasp_output		Post-NASP	positive	Endothelial-enriched	medium		10.1038/s41467-022-32552-1			SenMayo
ANGPTL4	SASP	sasp_output		Post-NASP	positive	Broad	medium		10.1038/s41467-022-32552-1			SenMayo
AREG	SASP	sasp_output		Post-NASP	positive	Broad	high		10.1038/s41467-022-32552-1			SenMayo
AXL	SASP	sasp_receptor		Post-NASP	positive	Broad	medium		10.1038/s41467-022-32552-1			SenMayo
BEX3	SASP	sasp_output		Post-NASP	positive	Neural-enriched	high		10.1038/s41467-022-32552-1			SenMayo
BMP2	SASP	sasp_output		Post-NASP	positive	Broad	low		10.1038/s41467-022-32552-1			SenMayo
BMP6	SASP	sasp_output		Post-NASP	positive	Broad	low		10.1038/s41467-022-32552-1			SenMayo
BRD4	SASP	sasp_regulator		Post-NASP	positive	Broad	high		10.1158/2159-8290.CD-16-0217			
CCL1	SASP	sasp_output		Post-NASP	positive	Immune-enriched	low		10.1038/s41467-022-32552-1			SenMayo
CCL13	SASP	sasp_output		Post-NASP	positive	Immune-enriched	low		10.1038/s41467-022-32552-1			SenMayo
CCL16	SASP	sasp_output		Post-NASP	positive	Immune-enriched	low		10.1038/s41467-022-32552-1			SenMayo
CCL2	SASP	sasp_output		Post-NASP	positive	Broad	medium	NFKB_CYTOKINE_OUTPUT	10.1038/s41580-024-00738-8			SenNet
CCL20	SASP	sasp_output		Post-NASP	positive	Broad	medium	NFKB_CYTOKINE_OUTPUT	10.3389/fimmu.2023.1216376			
CCL24	SASP	sasp_output		Post-NASP	positive	Immune-enriched	low		10.1038/s41467-022-32552-1			SenMayo
CCL26	SASP	sasp_output		Post-NASP	positive	Immune-enriched	low		10.1038/s41467-022-32552-1			SenMayo
CCL3	SASP	sasp_output		Post-NASP	positive	Broad	high		10.1038/s41580-024-00738-8			SenNet
CCL3L1	SASP	sasp_output		Post-NASP	positive	Immune-enriched	high		10.1038/s41467-022-32552-1			SenMayo
CCL4	SASP	sasp_output		Post-NASP	positive	Broad	high		10.1038/s41580-024-00738-8			SenNet
CCL5	SASP	sasp_output		Post-NASP	positive	Broad	high	NFKB_CYTOKINE_OUTPUT	10.1038/s41580-024-00738-8			SenNet
CCL7	SASP	sasp_output		Post-NASP	positive	Broad	low		10.1038/s41580-024-00738-8			SenNet
CCL8	SASP	sasp_output		Post-NASP	positive	Broad	low		10.1038/s41580-024-00738-8			SenNet
CD55	SASP	sasp_output		Post-NASP	positive	Broad	high		10.1038/s41467-022-32552-1			SenMayo
CD9	SASP	sasp_output		Post-NASP	positive	Broad	high		10.1038/s41467-022-32552-1			SenMayo
CEBPB	SASP	sasp_regulator		Post-NASP	positive	Broad	high		10.1016/j.exger.2019.110752			
CSF1	SASP	sasp_output		Post-NASP	positive	Broad	medium		10.1038/s41467-022-32552-1			SenMayo
CSF2	SASP	sasp_output		Post-NASP	positive	Broad	low		10.1038/s41580-024-00738-8			SenNet
CSF2RB	SASP	sasp_receptor		Post-NASP	positive	Immune-enriched	medium		10.1038/s41467-022-32552-1			SenMayo
CSF3	SASP	sasp_output		Post-NASP	positive	Broad	medium		10.1038/s41580-024-00738-8			SenNet
